user_id,movie_id,rating
9,1121,2
9,1195,3
9,1065,4
9,1044,5
9,1134,3
9,1039,2
9,1192,2
9,1151,5
9,1160,2
9,1155,5
9,1002,2
9,1077,5
9,1187,5
9,1058,3
9,1029,3
9,1184,3
9,1071,3
9,1033,5
9,1035,4
9,1200,1
9,1186,3
9,1191,2
9,1006,1
9,1175,3
9,1066,1
9,1076,2
10,1005,1
10,1143,5
10,1129,1
10,1124,4
10,1024,2
10,1083,2
10,1013,5
10,1070,4
10,1019,4
10,1096,3
10,1052,2
10,1101,4
10,1026,5
10,1166,5
10,1033,5
10,1107,4
10,1157,5
10,1046,2
10,1191,3
10,1113,2
10,1175,1
10,1200,1
10,1072,3
10,1174,3
10,1150,3
10,1195,2
10,1105,4
10,1063,5
10,1089,3
10,1047,5
10,1171,2
10,1130,2
10,1196,2
10,1058,5
10,1140,1
10,1069,2
10,1177,2
10,1002,3
10,1073,1
10,1172,3
10,1112,4
10,1169,2
10,1062,3
10,1160,5
10,1011,1
10,1007,1
10,1087,4
10,1190,2
11,1180,4
11,1089,5
11,1097,4
11,1019,4
11,1190,2
11,1015,1
11,1020,2
11,1117,1
11,1085,1
11,1121,2
11,1138,4
11,1055,2
11,1160,1
11,1056,2
11,1004,5
11,1157,3
11,1059,2
11,1178,5
11,1122,4
11,1115,2
11,1102,4
11,1057,5
11,1123,4
11,1095,5
11,1166,4
11,1120,5
11,1128,3
11,1075,4
11,1027,2
11,1194,4
11,1046,3
11,1191,5
11,1187,3
11,1154,1
11,1054,2
11,1161,5
11,1112,1
11,1007,2
11,1074,2
11,1034,5
11,1036,5
11,1086,2
12,1008,4
12,1174,5
12,1179,2
12,1087,2
12,1132,4
12,1055,4
12,1118,5
12,1138,2
12,1173,1
12,1094,4
12,1191,4
12,1125,4
12,1030,3
12,1092,1
12,1170,1
12,1022,5
12,1169,3
12,1095,3
12,1069,3
12,1028,5
12,1054,5
12,1014,1
12,1070,5
12,1127,3
12,1178,2
12,1083,3
12,1079,2
12,1123,3
12,1184,1
12,1163,1
12,1044,5
12,1136,2
12,1025,2
12,1080,4
12,1196,3
12,1104,4
12,1047,5
12,1024,3
12,1043,3
12,1082,2
12,1110,4
12,1171,2
13,1186,2
13,1063,4
13,1102,3
13,1030,1
13,1115,3
13,1091,2
13,1173,2
13,1106,5
13,1146,3
13,1171,4
13,1137,2
13,1010,1
13,1114,3
13,1077,5
13,1078,3
13,1163,4
13,1005,2
13,1191,1
13,1070,4
13,1054,5
13,1125,1
13,1140,4
13,1175,1
13,1184,4
13,1024,3
13,1174,4
13,1029,2
13,1200,5
13,1110,1
13,1161,5
13,1127,1
13,1061,5
13,1095,3
13,1047,2
13,1195,1
13,1160,2
13,1180,3
13,1019,3
13,1117,5
13,1064,2
13,1031,5
13,1113,2
13,1193,5
13,1076,5
13,1128,1
13,1165,1
13,1135,5
13,1108,4
13,1028,5
13,1008,1
13,1060,5
13,1082,4
13,1081,1
13,1111,2
14,1023,4
14,1162,1
14,1122,5
14,1073,5
14,1124,4
14,1159,1
14,1119,2
14,1126,2
14,1123,2
14,1195,1
14,1172,2
14,1154,5
14,1088,4
14,1091,2
14,1110,1
14,1145,1
14,1092,4
14,1008,1
14,1146,2
14,1178,2
14,1167,4
14,1079,1
14,1012,1
14,1040,4
14,1007,1
14,1182,4
14,1027,1
14,1175,2
14,1139,2
14,1135,3
15,1184,1
15,1070,4
15,1100,4
15,1182,5
15,1166,4
15,1025,1
15,1099,2
15,1074,1
15,1059,2
15,1091,1
15,1050,4
15,1026,5
15,1039,5
15,1002,4
15,1061,1
15,1038,4
15,1180,5
15,1048,2
15,1199,3
15,1195,4
15,1150,3
15,1126,3
15,1089,3
15,1112,5
15,1032,4
15,1083,5
15,1161,5
15,1153,1
15,1111,5
15,1066,5
15,1123,2
15,1173,4
15,1014,4
15,1170,2
15,1151,3
15,1049,5
15,1117,2
15,1156,1
15,1043,4
15,1138,1
15,1037,1
15,1055,2
15,1132,4
15,1110,1
15,1023,5
15,1092,3
15,1165,4
15,1121,3
15,1073,2
15,1159,3
15,1078,4
15,1101,3
15,1018,1
15,1109,5
15,1197,5
15,1029,3
15,1183,3
15,1114,4
16,1024,2
16,1002,5
16,1029,3
16,1123,3
16,1156,3
16,1057,5
16,1132,1
16,1006,4
16,1146,2
16,1143,4
16,1055,1
16,1193,5
16,1003,1
16,1187,3
16,1200,2
16,1076,4
16,1188,4
16,1095,2
16,1181,5
16,1106,1
16,1124,2
16,1013,1
16,1136,5
16,1198,2
16,1056,2
16,1087,1
16,1189,5
16,1008,2
16,1110,4
16,1005,2
16,1183,4
16,1094,5
16,1058,1
16,1086,1
16,1040,4
16,1019,3
16,1131,2
16,1062,1
16,1101,3
16,1047,5
16,1144,3
17,1137,5
17,1070,1
17,1154,3
17,1144,2
17,1044,5
17,1111,3
17,1057,3
17,1179,1
17,1004,3
17,1083,2
17,1086,4
17,1008,2
17,1122,3
17,1026,5
17,1038,3
17,1117,5
17,1073,2
17,1182,4
17,1085,4
17,1193,3
17,1113,1
17,1107,1
17,1115,3
17,1002,3
17,1054,1
17,1091,2
17,1109,3
17,1164,1
17,1043,2
17,1006,1
17,1012,1
17,1155,1
17,1145,3
17,1035,2
17,1151,3
17,1087,1
17,1160,2
17,1159,3
17,1075,3
17,1094,5
17,1128,3
17,1098,3
17,1009,1
17,1019,4
17,1130,4
17,1133,3
17,1031,2
17,1191,5
17,1017,3
17,1106,4
17,1105,3
17,1079,1
17,1178,3
17,1045,5
17,1126,2
17,1181,3
17,1029,4
17,1013,4
17,1033,5
17,1156,3
18,1137,2
18,1151,2
18,1065,2
18,1197,3
18,1165,5
18,1039,1
18,1054,5
18,1071,3
18,1177,4
18,1046,3
18,1139,3
18,1096,2
18,1118,5
18,1052,5
18,1076,4
18,1175,2
18,1082,1
18,1150,2
18,1099,1
18,1106,3
18,1163,1
18,1122,4
18,1010,5
18,1032,1
18,1008,1
18,1041,3
18,1085,2
18,1158,2
18,1102,1
18,1148,5
18,1025,3
18,1183,2
18,1055,1
18,1191,2
18,1069,3
18,1199,5
18,1038,5
18,1116,5
19,1009,2
19,1075,4
19,1064,3
19,1015,1
19,1126,1
19,1072,5
19,1034,3
19,1182,2
19,1099,2
19,1076,4
19,1057,5
19,1191,2
19,1031,5
19,1048,5
19,1175,1
19,1077,5
19,1154,3
19,1139,3
19,1168,3
19,1051,3
19,1067,1
19,1156,5
19,1137,2
19,1093,1
19,1109,5
19,1040,5
19,1118,3
19,1195,4
19,1152,2
19,1043,2
19,1174,2
19,1146,1
19,1050,3
19,1200,5
19,1026,3
19,1121,1
19,1141,1
19,1161,4
19,1113,5
19,1129,5
19,1162,3
19,1176,4
19,1104,1
19,1127,4
19,1153,4
19,1071,1
19,1082,1
19,1008,5
19,1088,1
19,1117,3
20,1091,5
20,1184,2
20,1048,1
20,1089,3
20,1007,5
20,1139,2
20,1177,5
20,1074,5
20,1115,2
20,1200,5
20,1075,1
20,1110,4
20,1055,1
20,1137,5
20,1145,5
20,1195,5
20,1097,4
20,1085,3
20,1008,1
20,1031,3
20,1035,1
20,1082,3
20,1099,1
20,1012,2
20,1149,2
20,1104,5
20,1172,3
20,1157,1
20,1150,3
20,1058,3
21,1023,3
21,1133,1
21,1052,2
21,1022,4
21,1013,1
21,1122,3
21,1018,3
21,1197,4
21,1113,1
21,1125,3
21,1135,3
21,1168,5
21,1045,4
21,1149,1
21,1085,5
21,1039,2
21,1027,4
21,1112,4
21,1080,4
21,1034,3
21,1072,2
21,1145,3
21,1132,2
21,1116,1
21,1002,4
21,1143,3
21,1066,1
21,1139,4
21,1185,3
21,1015,2
21,1150,5
21,1044,4
21,1119,1
21,1083,2
21,1025,1
21,1163,1
21,1134,2
22,1157,1
22,1024,5
22,1066,2
22,1152,2
22,1167,2
22,1016,5
22,1071,1
22,1142,1
22,1198,5
22,1080,4
22,1189,1
22,1006,2
22,1009,4
22,1139,2
22,1172,3
22,1075,1
22,1159,4
22,1161,2
22,1095,1
22,1037,3
22,1026,3
22,1029,3
22,1070,1
22,1074,2
22,1078,4
22,1132,5
22,1118,5
22,1098,1
22,1015,4
22,1007,1
22,1062,1
22,1165,5
22,1153,4
22,1014,3
22,1087,5
22,1112,1
22,1133,1
22,1117,3
22,1196,3
23,1027,2
23,1082,1
23,1045,2
23,1117,1
23,1049,4
23,1197,3
23,1126,3
23,1041,3
23,1132,4
23,1185,5
23,1160,5
23,1004,2
23,1146,3
23,1092,4
23,1118,1
23,1100,2
23,1023,1
23,1135,5
23,1040,4
23,1191,5
23,1047,4
23,1011,2
23,1069,1
23,1148,2
23,1079,1
23,1039,5
23,1006,1
23,1172,4
23,1102,1
23,1022,3
23,1139,4
23,1175,2
23,1002,2
23,1155,1
23,1173,1
23,1050,1
23,1014,5
23,1131,4
23,1137,3
23,1042,4
23,1051,3
23,1058,3
23,1033,3
23,1186,4
23,1057,4
23,1116,2
23,1142,4
23,1138,2
23,1056,1
23,1163,5
23,1035,4
23,1028,2
23,1017,4
23,1143,1
23,1177,3
23,1158,1
24,1011,1
24,1151,2
24,1013,4
24,1112,2
24,1132,1
24,1136,3
24,1029,3
24,1134,3
24,1167,2
24,1152,3
24,1144,5
24,1010,5
24,1091,1
24,1030,1
24,1077,5
24,1150,5
24,1111,1
24,1087,2
24,1192,2
24,1116,3
24,1180,3
24,1080,3
24,1026,3
24,1196,3
24,1032,4
24,1103,1
24,1120,2
24,1155,1
24,1173,1
24,1174,3
24,1019,2
24,1097,3
24,1094,3
24,1038,3
24,1006,1
24,1157,5
24,1053,2
24,1063,4
24,1114,1
24,1137,5
24,1037,4
24,1108,1
24,1113,1
24,1062,4
24,1171,4
24,1122,5
24,1138,1
24,1027,3
24,1009,3
24,1041,2
24,1178,3
24,1067,1
24,1017,2
24,1200,1
24,1118,4
24,1071,1
24,1005,3
25,1197,2
25,1026,1
25,1066,3
25,1168,4
25,1044,4
25,1156,5
25,1171,3
25,1095,2
25,1094,2
25,1007,2
25,1135,3
25,1148,4
25,1057,5
25,1149,4
25,1074,5
25,1078,1
25,1065,5
25,1010,3
25,1092,5
25,1125,3
25,1183,2
25,1153,3
25,1150,1
25,1103,2
25,1048,5
25,1016,2
25,1157,2
25,1184,5
25,1190,4
25,1193,2
25,1186,5
25,1194,2
25,1098,3
25,1031,4
25,1009,5
25,1191,1
25,1134,3
25,1119,3
25,1175,1
25,1132,1
25,1073,5
25,1181,1
25,1008,2
26,1009,3
26,1075,5
26,1131,3
26,1014,1
26,1196,2
26,1057,4
26,1139,3
26,1068,4
26,1116,1
26,1047,1
26,1112,4
26,1137,2
26,1145,2
26,1143,5
26,1004,4
26,1033,2
26,1021,2
26,1081,1
26,1123,1
26,1164,5
26,1064,1
26,1098,3
26,1159,1
26,1076,4
26,1175,3
26,1003,3
26,1120,2
26,1035,3
26,1119,5
26,1026,1
26,1110,1
26,1150,1
26,1027,3
26,1078,5
26,1185,2
26,1161,4
26,1195,3
26,1005,3
26,1193,4
26,1056,4
26,1172,1
26,1018,1
26,1174,5
26,1077,2
26,1029,5
26,1032,4
26,1155,5
26,1094,4
26,1180,3
26,1171,2
26,1059,5
26,1023,3
26,1136,3
27,1122,2
27,1051,3
27,1072,2
27,1037,1
27,1118,5
27,1089,2
27,1151,3
27,1124,4
27,1062,4
27,1032,5
27,1106,2
27,1144,2
27,1020,4
27,1181,5
27,1069,3
27,1114,5
27,1086,1
27,1060,1
27,1109,2
27,1085,5
27,1158,5
27,1156,2
27,1178,3
27,1001,4
27,1047,1
27,1091,3
27,1128,2
27,1082,5
27,1102,2
27,1007,4
27,1164,4
27,1081,4
27,1018,3
27,1039,4
27,1199,3
27,1167,3
27,1186,2
27,1168,2
27,1110,3
27,1056,1
27,1126,5
27,1025,2
27,1157,1
27,1044,3
27,1067,3
27,1163,1
27,1135,1
27,1058,1
27,1075,3
27,1189,5
27,1134,4
28,1154,5
28,1032,2
28,1112,2
28,1148,5
28,1183,1
28,1115,2
28,1065,1
28,1071,4
28,1043,5
28,1174,3
28,1146,3
28,1168,5
28,1177,2
28,1026,4
28,1155,3
28,1072,2
28,1058,3
28,1006,1
28,1199,2
28,1157,2
28,1003,4
28,1187,3
28,1117,5
28,1061,1
28,1052,4
28,1135,2
28,1047,2
28,1159,2
28,1073,1
28,1063,1
28,1147,2
28,1045,5
28,1114,4
28,1038,2
28,1189,2
29,1082,4
29,1025,2
29,1008,3
29,1197,1
29,1037,2
29,1183,4
29,1071,4
29,1160,1
29,1031,4
29,1040,2
29,1155,3
29,1125,3
29,1064,4
29,1179,1
29,1192,3
29,1166,3
29,1022,5
29,1009,4
29,1053,1
29,1101,5
29,1138,2
29,1142,5
29,1199,5
29,1055,2
29,1118,1
29,1134,5
29,1121,3
29,1128,3
29,1191,3
29,1184,4
29,1069,3
29,1141,4
29,1060,2
29,1058,5
29,1006,4
29,1007,1
29,1083,1
29,1111,5
29,1063,2
30,1108,2
30,1053,3
30,1187,3
30,1084,5
30,1160,4
30,1150,4
30,1091,2
30,1058,4
30,1170,3
30,1098,1
30,1192,2
30,1136,5
30,1178,3
30,1079,1
30,1039,1
30,1083,1
30,1200,1
30,1145,5
30,1196,1
30,1122,4
30,1147,4
30,1131,3
30,1169,3
30,1054,5
30,1011,5
30,1090,2
30,1149,3
30,1107,3
30,1038,1
30,1155,3
30,1176,5
30,1117,1
30,1042,3
30,1154,1
30,1115,3
30,1028,3
30,1199,5
30,1085,4
30,1191,4
30,1077,5
30,1162,4
30,1181,1
30,1165,4
30,1014,4
30,1138,1
31,1157,3
31,1108,3
31,1013,5
31,1059,1
31,1060,2
31,1131,3
31,1005,5
31,1151,4
31,1099,3
31,1110,2
31,1200,1
31,1080,1
31,1164,3
31,1182,4
31,1065,4
31,1084,1
31,1153,4
31,1001,5
31,1195,3
31,1124,3
31,1192,1
31,1045,1
31,1087,3
31,1089,5
31,1032,1
31,1172,1
31,1049,2
31,1073,3
31,1147,4
31,1109,1
31,1033,5
31,1106,5
31,1085,3
31,1096,3
31,1036,5
31,1186,5
31,1179,1
31,1138,4
31,1004,1
31,1198,3
31,1161,2
31,1082,2
31,1123,4
31,1029,2
31,1051,5
31,1078,5
31,1081,5
31,1128,2
31,1136,1
31,1021,1
31,1039,5
31,1046,2
31,1148,4
31,1185,3
31,1139,1
31,1145,1
32,1184,1
32,1095,1
32,1059,2
32,1125,2
32,1083,4
32,1009,4
32,1039,3
32,1005,5
32,1052,3
32,1129,3
32,1026,4
32,1035,3
32,1156,5
32,1166,4
32,1022,1
32,1180,2
32,1100,2
32,1178,2
32,1137,3
32,1107,1
32,1068,5
32,1186,4
32,1110,3
32,1144,4
32,1124,4
32,1187,3
32,1054,2
32,1038,2
32,1065,1
32,1024,3
32,1146,1
32,1003,1
32,1192,1
32,1033,1
32,1170,4
32,1049,2
32,1108,2
32,1030,3
33,1071,1
33,1136,5
33,1163,4
33,1142,1
33,1054,5
33,1138,5
33,1075,3
33,1040,4
33,1126,2
33,1147,3
33,1186,2
33,1135,4
33,1155,1
33,1068,3
33,1022,3
33,1200,5
33,1100,3
33,1020,3
33,1077,3
33,1101,5
33,1165,1
33,1053,5
33,1070,1
33,1018,5
33,1103,3
33,1056,3
33,1058,4
33,1153,4
33,1183,2
33,1166,2
33,1129,4
33,1195,2
33,1187,5
33,1197,4
34,1162,3
34,1159,5
34,1160,1
34,1187,3
34,1123,1
34,1096,3
34,1117,4
34,1052,5
34,1062,4
34,1086,2
34,1163,1
34,1129,4
34,1094,1
34,1022,1
34,1091,4
34,1139,1
34,1172,1
34,1107,2
34,1119,1
34,1126,5
34,1063,2
34,1124,2
34,1109,1
34,1097,5
34,1158,4
34,1060,4
34,1197,5
34,1145,1
34,1164,4
34,1194,5
34,1008,5
34,1175,5
34,1074,5
34,1161,4
34,1061,3
34,1099,1
34,1078,2
34,1026,4
34,1081,3
35,1196,4
35,1110,2
35,1017,5
35,1057,2
35,1168,4
35,1125,4
35,1091,2
35,1074,3
35,1065,1
35,1146,3
35,1159,4
35,1140,4
35,1061,1
35,1004,4
35,1079,2
35,1051,1
35,1169,2
35,1184,5
35,1111,3
35,1001,2
35,1023,5
35,1188,4
35,1180,5
35,1084,5
35,1113,4
35,1042,4
35,1191,3
35,1050,4
35,1197,1
35,1124,5
35,1035,1
35,1094,1
35,1123,2
35,1087,2
35,1034,2
35,1022,3
35,1088,5
36,1048,3
36,1069,3
36,1186,3
36,1005,1
36,1077,4
36,1088,2
36,1128,2
36,1085,2
36,1040,1
36,1101,2
36,1113,4
36,1167,2
36,1098,1
36,1158,3
36,1041,5
36,1132,5
36,1188,3
36,1192,1
36,1064,1
36,1102,1
36,1194,5
36,1115,2
36,1036,4
36,1174,5
36,1111,2
36,1151,1
36,1123,2
36,1028,3
36,1193,3
36,1089,4
36,1127,4
36,1181,4
36,1068,1
36,1107,4
36,1031,5
36,1187,5
36,1189,5
36,1074,3
37,1004,2
37,1178,3
37,1121,2
37,1067,4
37,1191,3
37,1071,5
37,1129,1
37,1042,5
37,1048,4
37,1199,5
37,1135,1
37,1096,4
37,1147,5
37,1081,3
37,1018,3
37,1180,4
37,1030,4
37,1105,3
37,1001,4
37,1181,5
37,1006,3
37,1139,3
37,1108,3
37,1126,5
37,1148,5
37,1106,4
37,1083,2
37,1079,3
37,1044,4
37,1055,3
37,1122,5
37,1032,1
37,1023,4
37,1197,3
37,1049,2
37,1119,2
37,1084,2
37,1200,2
37,1058,4
37,1127,4
37,1099,1
37,1143,4
37,1153,3
38,1050,4
38,1162,2
38,1149,1
38,1116,2
38,1094,5
38,1185,4
38,1137,1
38,1059,1
38,1174,2
38,1189,4
38,1016,2
38,1192,5
38,1046,4
38,1056,2
38,1107,3
38,1136,5
38,1173,1
38,1181,2
38,1159,2
38,1096,4
38,1142,2
38,1004,2
38,1002,1
38,1077,3
38,1044,4
38,1089,1
38,1054,1
38,1191,1
38,1063,1
38,1112,4
38,1115,2
38,1005,1
38,1114,1
38,1085,1
38,1011,1
38,1097,4
38,1037,5
38,1165,3
38,1072,1
38,1155,2
38,1200,4
38,1166,4
38,1093,4
38,1078,5
38,1164,3
38,1119,1
38,1029,5
38,1183,5
38,1031,5
39,1137,4
39,1014,1
39,1136,3
39,1159,4
39,1116,2
39,1092,2
39,1115,4
39,1062,3
39,1054,2
39,1024,4
39,1030,5
39,1171,2
39,1112,3
39,1101,2
39,1186,4
39,1095,2
39,1191,3
39,1141,1
39,1176,2
39,1172,1
39,1019,2
39,1180,1
39,1143,1
39,1200,1
39,1052,1
39,1005,1
39,1174,2
39,1041,2
39,1027,4
39,1194,4
40,1122,5
40,1044,1
40,1126,3
40,1193,5
40,1111,3
40,1013,3
40,1173,3
40,1131,5
40,1165,3
40,1003,1
40,1178,1
40,1099,3
40,1162,3
40,1002,2
40,1070,5
40,1198,1
40,1035,1
40,1065,5
40,1183,2
40,1091,1
40,1185,3
40,1149,2
40,1077,1
40,1174,2
40,1175,1
40,1027,3
40,1101,5
40,1015,4
40,1189,2
40,1125,3
40,1017,1
40,1033,5
40,1180,1
40,1031,4
40,1045,4
40,1088,2
40,1172,3
40,1124,2
40,1083,5
40,1118,3
40,1147,5
40,1106,1
40,1096,1
40,1053,3
40,1137,3
40,1145,4
40,1030,5
41,1133,2
41,1111,2
41,1024,3
41,1166,1
41,1105,1
41,1008,1
41,1025,5
41,1159,2
41,1188,4
41,1168,4
41,1078,3
41,1161,3
41,1093,2
41,1073,5
41,1051,1
41,1109,2
41,1121,5
41,1154,5
41,1074,4
41,1110,4
41,1153,2
41,1063,1
41,1041,2
41,1173,3
41,1054,1
41,1056,2
41,1010,3
41,1182,1
41,1062,2
41,1126,5
41,1115,1
41,1092,2
42,1113,5
42,1093,5
42,1181,4
42,1064,3
42,1172,3
42,1063,4
42,1039,4
42,1100,3
42,1037,1
42,1018,3
42,1150,3
42,1094,4
42,1027,4
42,1156,2
42,1001,2
42,1176,3
42,1058,2
42,1055,5
42,1184,3
42,1178,2
42,1080,4
42,1054,2
42,1127,4
42,1069,1
42,1124,2
42,1049,3
42,1194,5
42,1092,3
42,1031,3
42,1016,4
42,1143,3
42,1082,2
42,1157,3
42,1163,1
42,1024,4
42,1191,3
42,1120,3
42,1067,3
42,1076,3
42,1134,5
42,1139,2
42,1053,1
42,1126,1
42,1081,1
42,1062,5
42,1102,2
43,1164,4
43,1098,4
43,1130,2
43,1190,2
43,1119,2
43,1007,1
43,1124,5
43,1183,1
43,1057,3
43,1186,5
43,1103,1
43,1086,4
43,1109,2
43,1134,3
43,1089,4
43,1132,2
43,1129,1
43,1054,3
43,1006,5
43,1033,3
43,1161,2
43,1197,4
43,1070,1
43,1150,3
43,1198,3
43,1009,5
43,1122,5
43,1051,3
43,1105,4
43,1115,1
43,1016,4
43,1092,4
43,1185,3
43,1151,2
43,1148,1
43,1047,2
43,1156,5
43,1112,2
43,1131,4
43,1043,5
43,1085,5
43,1175,1
43,1065,1
43,1104,2
43,1091,5
44,1138,3
44,1118,5
44,1039,5
44,1091,5
44,1068,4
44,1051,1
44,1097,2
44,1017,5
44,1088,3
44,1111,1
44,1065,1
44,1087,1
44,1106,5
44,1093,1
44,1101,2
44,1119,1
44,1183,5
44,1153,4
44,1027,3
44,1136,2
44,1125,1
44,1069,1
44,1083,4
44,1162,5
44,1044,1
44,1096,4
44,1021,2
44,1034,1
44,1082,3
44,1048,4
44,1038,1
44,1002,2
44,1122,5
44,1031,2
44,1116,2
44,1190,4
44,1077,5
44,1099,5
